Tag #,COMMON NAME,BOTANICAL NAME,Latitude,Longitude,Diameter,Height,Crown height,Crown Spread,Contributors,Last inspection,Health,Last Pruned,Note
1,Chinese Elm,Ulmus parvifolia,37.31641222,-122.046337,"8""",31'-45',,,,,60% - Fair,06/28/2022,"Crown clean, crown raise, and clearance pruning"
2,Liquidambar,Liquidambar styraciflua,37.31634238,-122.0463653,"16""",31'-45',,,,,40% - Poor,06/28/2022,Crown Clean  /  Crown Restoration
3,Coast Live Oak,Quercus agrifolia,37.31620955,-122.0460876,"38""",31'-45',,,,,40% - Poor,07/01/2022,"Crown clean, crown thin, end-weight reduction, and clearance"
7,Coast Live Oak,Quercus agrifolia,37.3174627,-122.0460726,"25""",31'-45',,,,,40% - Poor,06/28/2022,Clearance Pruning  /  Crown Clean
13,Coast Redwood,Sequoia sempervirens,37.3189978,-122.0478636,"17""",46'-60',,,,,40% - Poor,06/30/2022,Crown Clean  /  Remove dead top
16,Coast Redwood,Sequoia sempervirens,37.31852626,-122.0473111,"13""",46'-60',,,,,40% - Poor,06/29/2022,Crown Clean  /  Remove dead top
17,Coast Redwood,Sequoia sempervirens,37.31856379,-122.0470221,"13""",46'-60',,,,,40% - Poor,06/29/2022,Crown Clean  /  Remove dead top
20,Deodar Cedar,Cedrus deodara,37.31976195,-122.047973,"17""",31'-45',,,,,40% - Poor,04/04/2022,"Crown clean, crown raise, and structural pruning"
22,Coast Redwood,Sequoia sempervirens,37.32004005,-122.0477254,"24""",46'-60',,,,,40% - Poor,06/30/2022,Crown Clean  /  Remove dead top
24,Coast Redwood,Sequoia sempervirens,37.31948848,-122.0456938,"23""",46'-60',,,,,40% - Poor,06/16/2022,Crown Clean  /  Remove dead top
25,Coast Redwood,Sequoia sempervirens,37.31947607,-122.0456401,"15""",46'-60',,,,,40% - Poor,06/16/2022,Crown Clean  /  Remove dead top
26,Coast Redwood,Sequoia sempervirens,37.3194375,-122.0456563,"19""",46'-60',,,,,40% - Poor,06/16/2022,Crown Clean  /  Remove dead top
27,Coast Redwood,Sequoia sempervirens,37.31913414,-122.0456563,"16""",46'-60',,,,,40% - Poor,06/16/2022,Crown Clean  /  Remove dead top
30,Coast Redwood,Sequoia sempervirens,37.31995724,-122.0436632,"20""",46'-60',,,,,20% - Critical,04/04/2022,Crown Clean
31,Coast Redwood,Sequoia sempervirens,37.32000584,-122.0439043,"27""",46'-60',,,,,40% - Poor,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
32,Coast Redwood,Sequoia sempervirens,37.32009515,-122.0438341,"32""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
33,Coast Redwood,Sequoia sempervirens,37.32013927,-122.0437815,"30""",46'-60',,,,,60% - Fair,07/05/2022,"Crown clean, crown raise, crown thin, and clearance pruning  /  Remove Codominant Leader"
35,Coast Redwood,Sequoia sempervirens,37.32007056,-122.0436885,"20""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
36,Coast Redwood,Sequoia sempervirens,37.32004067,-122.0434892,"32""",46'-60',,,,11/01/2024,60% - Fair,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
37,Coast Redwood,Sequoia sempervirens,37.31990118,-122.043497,"23""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
38,Coast Redwood,Sequoia sempervirens,37.32032292,-122.0435303,"31""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
39,Coast Redwood,Sequoia sempervirens,37.32016834,-122.0435199,"33""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
40,Coast Redwood,Sequoia sempervirens,37.31991572,-122.0436522,"22""",46'-60',,,,,40% - Poor,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
41,Coast Redwood,Sequoia sempervirens,37.31989353,-122.0436811,"25""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
42,Coast Redwood,Sequoia sempervirens,37.31984973,-122.0436773,"17""",46'-60',,,,,40% - Poor,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
43,Coast Redwood,Sequoia sempervirens,37.31983053,-122.0437402,"33""",46'-60',,,,,40% - Poor,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
44,Coast Redwood,Sequoia sempervirens,37.31962157,-122.0439646,"29""",46'-60',,,,,40% - Poor,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
45,Coast Redwood,Sequoia sempervirens,37.3196145,-122.0439153,"32""",46'-60',,,,,20% - Critical,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
46,Coast Redwood,Sequoia sempervirens,37.31960699,-122.0438716,"26""",46'-60',,,,,40% - Poor,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
47,Coast Redwood,Sequoia sempervirens,37.31975788,-122.0443235,"36""",46'-60',,,,,40% - Poor,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
48,Coast Redwood,Sequoia sempervirens,37.31972559,-122.0442745,"29""",46'-60',,,,,40% - Poor,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
49,Coast Redwood,Sequoia sempervirens,37.31963126,-122.0441331,"38""",46'-60',,,,,40% - Poor,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
50,Coast Redwood,Sequoia sempervirens,37.3196358,-122.0441802,"25""",46'-60',,,,,40% - Poor,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
51,Coast Redwood,Sequoia sempervirens,37.31962846,-122.044491,"22""",46'-60',,,,,40% - Poor,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
52,Coast Redwood,Sequoia sempervirens,37.31961938,-122.0444246,"20""",46'-60',,,,,20% - Critical,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
53,Coast Redwood,Sequoia sempervirens,37.31962658,-122.0440687,"25""",46'-60',,,,,20% - Critical,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
55,Coast Redwood,Sequoia sempervirens,37.31968207,-122.0446511,"22""",46'-60',,,,,20% - Critical,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
56,Coast Redwood,Sequoia sempervirens,37.31970944,-122.0446051,"19""",46'-60',,,,,40% - Poor,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
57,Coast Redwood,Sequoia sempervirens,37.31973908,-122.0445534,"23""",46'-60',,,,,40% - Poor,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
58,Coast Redwood,Sequoia sempervirens,37.31974463,-122.0446498,"22""",46'-60',,,,,40% - Poor,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
59,Coast Redwood,Sequoia sempervirens,37.31976076,-122.0445924,"22""",46'-60',,,,,40% - Poor,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
60,Coast Redwood,Sequoia sempervirens,37.31979771,-122.0446278,"36""",46'-60',,,,,40% - Poor,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
61,Coast Redwood,Sequoia sempervirens,37.31964508,-122.0444477,"21""",46'-60',,,,,40% - Poor,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
62,Coast Redwood,Sequoia sempervirens,37.31969006,-122.0445047,"17""",46'-60',,,,,40% - Poor,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
63,Coast Redwood,Sequoia sempervirens,37.31970737,-122.0444441,"15""",46'-60',,,,,40% - Poor,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
64,Coast Redwood,Sequoia sempervirens,37.31974563,-122.0444761,"27""",46'-60',,,,,40% - Poor,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
65,Coast Redwood,Sequoia sempervirens,37.3196041,-122.0438043,"33""",46'-60',,,,,40% - Poor,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
66,Coast Redwood,Sequoia sempervirens,37.31962649,-122.0437569,"13""",31'-45',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
67,Coast Redwood,Sequoia sempervirens,37.31945912,-122.0455904,"23""",46'-60',,,,,60% - Fair,06/16/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
68,Coast Redwood,Sequoia sempervirens,37.3193931,-122.0456046,"35""",46'-60',,,,,60% - Fair,06/16/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
69,Coast Redwood,Sequoia sempervirens,37.31932755,-122.045651,"15""",46'-60',,,,,60% - Fair,06/16/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
70,Coast Redwood,Sequoia sempervirens,37.31944013,-122.0456201,"13""",46'-60',,,,,60% - Fair,06/16/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
71,Coast Redwood,Sequoia sempervirens,37.3194752,-122.0457386,"26""",46'-60',,,,,60% - Fair,06/16/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
72,Coast Redwood,Sequoia sempervirens,37.31939675,-122.0456565,"22""",46'-60',,,,,60% - Fair,06/16/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
73,Coast Redwood,Sequoia sempervirens,37.31935255,-122.045655,"18""",46'-60',,,,,60% - Fair,06/16/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
74,Coast Redwood,Sequoia sempervirens,37.31942712,-122.0457462,"15""",46'-60',,,,,60% - Fair,06/16/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
75,Coast Redwood,Sequoia sempervirens,37.31936572,-122.0457504,"12""",46'-60',,,,,60% - Fair,06/16/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
76,Coast Redwood,Sequoia sempervirens,37.31938618,-122.0457857,"11""",46'-60',,,,,60% - Fair,06/16/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
77,Coast Redwood,Sequoia sempervirens,37.31929593,-122.0457741,"22""",46'-60',,,,,60% - Fair,06/16/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
78,Coast Redwood,Sequoia sempervirens,37.31924438,-122.0457716,"18""",46'-60',,,,,60% - Fair,06/16/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
79,Coast Redwood,Sequoia sempervirens,37.31916686,-122.0457098,"18""",46'-60',,,,,60% - Fair,06/16/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
80,Coast Redwood,Sequoia sempervirens,37.31920259,-122.0457459,"25""",46'-60',,,,,60% - Fair,06/16/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
81,Coast Redwood,Sequoia sempervirens,37.31924906,-122.0457128,"22""",46'-60',,,,,60% - Fair,06/16/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
82,Coast Redwood,Sequoia sempervirens,37.3,-122.0,"18""",46'-60',,,,,60% - Fair,06/16/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
83,Coast Redwood,Sequoia sempervirens,37.31923815,-122.0456395,"23""",46'-60',,,,,60% - Fair,06/16/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
84,Coast Redwood,Sequoia sempervirens,37.31919842,-122.0456069,"26""",46'-60',,,,,60% - Fair,06/16/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
85,Coast Redwood,Sequoia sempervirens,37.31917251,-122.0456168,"28""",46'-60',,,,,60% - Fair,06/16/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
89,Coast Redwood,Sequoia sempervirens,37.32005803,-122.0475391,"27""",46'-60',,,,,60% - Fair,06/30/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
90,Coast Redwood,Sequoia sempervirens,37.32010541,-122.0475716,"20""",46'-60',,,,,60% - Fair,06/30/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
91,Coast Redwood,Sequoia sempervirens,37.32006419,-122.0476576,"20""",46'-60',,,,,60% - Fair,06/30/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
92,Coast Redwood,Sequoia sempervirens,37.32007871,-122.0476985,"24""",46'-60',,,,,60% - Fair,06/30/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
95,Coast Redwood,Sequoia sempervirens,37.3190575,-122.047878,"21""",46'-60',,,,,60% - Fair,06/30/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
96,Coast Redwood,Sequoia sempervirens,37.3,-122.0,"20""",46'-60',,,,,60% - Fair,06/30/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
97,Coast Redwood,Sequoia sempervirens,37.31915191,-122.0479047,"20""",46'-60',,,,,60% - Fair,06/30/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
98,Coast Redwood,Sequoia sempervirens,37.31917356,-122.0478637,"21""",46'-60',,,,,60% - Fair,06/30/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
99,Coast Redwood,Sequoia sempervirens,37.31909303,-122.0478502,"18""",46'-60',,,,,60% - Fair,06/30/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
100,Coast Redwood,Sequoia sempervirens,37.3191311,-122.047861,"24""",46'-60',,,,,60% - Fair,06/30/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
101,Coast Redwood,Sequoia sempervirens,37.31915332,-122.047811,"14""",46'-60',,,,,60% - Fair,06/30/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
102,Coast Redwood,Sequoia sempervirens,37.31912032,-122.0477906,"14""",46'-60',,,,,60% - Fair,06/30/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
104,Coast Redwood,Sequoia sempervirens,37.31894953,-122.0478885,"28""",46'-60',,,,,60% - Fair,06/30/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
105,Coast Redwood,Sequoia sempervirens,37.31890354,-122.0478665,"33""",46'-60',,,,,60% - Fair,06/30/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
106,Coast Redwood,Sequoia sempervirens,37.31896668,-122.0478068,"11""",46'-60',,,,,60% - Fair,06/30/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
107,Coast Redwood,Sequoia sempervirens,37.31893548,-122.04778,"29""",46'-60',,,,,60% - Fair,06/30/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
108,Coast Redwood,Sequoia sempervirens,37.31888841,-122.0478093,"27""",46'-60',,,,,60% - Fair,06/30/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
109,Coast Redwood,Sequoia sempervirens,37.31886301,-122.0477384,"14""",46'-60',,,,,60% - Fair,06/30/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
111,Coast Redwood,Sequoia sempervirens,37.31889866,-122.0477661,"29""",46'-60',,,,,60% - Fair,06/30/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
115,Coast Redwood,Sequoia sempervirens,37.31892921,-122.0476339,"28""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
116,Coast Redwood,Sequoia sempervirens,37.31892558,-122.0475923,"27""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
117,Coast Redwood,Sequoia sempervirens,37.31892325,-122.0475373,"21""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
118,Coast Redwood,Sequoia sempervirens,37.31898768,-122.0475073,"34""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
119,Coast Redwood,Sequoia sempervirens,37.31894796,-122.0474741,"20""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
120,Coast Redwood,Sequoia sempervirens,37.31887517,-122.0475241,"20""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
121,Coast Redwood,Sequoia sempervirens,37.31889543,-122.0474745,"27""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
122,Coast Redwood,Sequoia sempervirens,37.31885917,-122.0474771,"25""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
123,Coast Redwood,Sequoia sempervirens,37.31879926,-122.0474337,"22""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
124,Coast Redwood,Sequoia sempervirens,37.31879082,-122.0474836,"12""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
125,Coast Redwood,Sequoia sempervirens,37.31874569,-122.0474259,"14""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
126,Coast Redwood,Sequoia sempervirens,37.31874602,-122.0474751,"14""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
127,Coast Redwood,Sequoia sempervirens,37.31870832,-122.0474157,"18""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
128,Coast Redwood,Sequoia sempervirens,37.31870522,-122.0474734,"12""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
129,Coast Redwood,Sequoia sempervirens,37.31867543,-122.0474404,"24""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
130,Coast Redwood,Sequoia sempervirens,37.31867216,-122.0474854,"16""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
131,Coast Redwood,Sequoia sempervirens,37.31863291,-122.0474855,"36""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
132,Coast Redwood,Sequoia sempervirens,37.3188196,-122.0474477,"18""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
133,Coast Redwood,Sequoia sempervirens,37.31850215,-122.0475422,"19""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
134,Coast Redwood,Sequoia sempervirens,37.31850466,-122.0475914,"16""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
135,Coast Redwood,Sequoia sempervirens,37.31850717,-122.0476405,"22""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
136,Coast Redwood,Sequoia sempervirens,37.31847425,-122.0476448,"17""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
137,Coast Redwood,Sequoia sempervirens,37.31847235,-122.0476919,"20""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
138,Coast Redwood,Sequoia sempervirens,37.31852029,-122.0473564,"20""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
139,Coast Redwood,Sequoia sempervirens,37.31851159,-122.0473976,"22""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
140,Coast Redwood,Sequoia sempervirens,37.31853182,-122.0474348,"20""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
141,Coast Redwood,Sequoia sempervirens,37.31854974,-122.0474877,"15""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
142,Coast Redwood,Sequoia sempervirens,37.31855031,-122.047445,"15""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
143,Coast Redwood,Sequoia sempervirens,37.31856776,-122.0474201,"21""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
144,Coast Redwood,Sequoia sempervirens,37.31853578,-122.0473713,"17""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
145,Coast Redwood,Sequoia sempervirens,37.31855625,-122.0473626,"10""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
146,Coast Redwood,Sequoia sempervirens,37.31856064,-122.0473205,"20""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
147,Coast Redwood,Sequoia sempervirens,37.31853271,-122.0472434,"21""",46'-60',,,,,60% - Fair,06/29/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
148,Coast Redwood,Sequoia sempervirens,37.31867689,-122.047757,"40""",46'-60',,,,,60% - Fair,06/30/2022,"Crown clean, crown raise, crown thin, and clearance pruning"
152,Cork Oak,Quercus suber,37.31893994,-122.0444024,"30""",46'-60',,,,,60% - Fair,06/14/2022,Building Clearance  /  Crown Clean
153,Coast Live Oak,Quercus agrifolia,37.32124907,-122.047223,"21""",31'-45',,,,,40% - Poor,06/30/2022,"Crown clean, crown raise, crown thin, and end-weight reduction"
154,Coast Live Oak,Quercus agrifolia,37.32066461,-122.0460125,"48""",31'-45',,,,,40% - Poor,07/05/2022,Cabling Support System  /  End Weight Reduction
155,American Sycamore,Platanus occidentalis,37.32051263,-122.0461147,"16""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, end-weight reduction, and clearance pruning"
156,American Sycamore,Platanus occidentalis,37.32050021,-122.0460463,"15""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, end-weight reduction, and clearance pruning"
157,American Sycamore,Platanus occidentalis,37.32049325,-122.0459441,"12""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, end-weight reduction, and clearance pruning"
158,American Sycamore,Platanus occidentalis,37.32050129,-122.0458388,"24""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, end-weight reduction, and clearance pruning"
159,American Sycamore,Platanus occidentalis,37.3206595,-122.0458891,"21""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, end-weight reduction, and clearance pruning"
160,American Sycamore,Platanus occidentalis,37.32082788,-122.0458978,"21""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, end-weight reduction, and clearance pruning"
161,American Sycamore,Platanus occidentalis,37.32091662,-122.0459054,"22""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, end-weight reduction, and clearance pruning"
162,American Sycamore,Platanus occidentalis,37.32107831,-122.0459986,"12""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, end-weight reduction, and clearance pruning"
163,American Sycamore,Platanus occidentalis,37.32107346,-122.0461266,"18""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, end-weight reduction, and clearance pruning"
164,American Sycamore,Platanus occidentalis,37.32068022,-122.0464095,"27""",46'-60',,,,,60% - Fair,06/30/2022,"Crown clean, end-weight reduction, and clearance pruning"
165,American Sycamore,Platanus occidentalis,37.32065451,-122.0462003,"22""",46'-60',,,,,60% - Fair,06/30/2022,"Crown clean, end-weight reduction, and clearance pruning"
166,Podocarpus,Podocarpus gracilior,37.32112279,-122.0458134,"10""",16'-30',,,,,60% - Fair,04/04/2022,Removal/Grind
169,Cork Oak,Quercus suber,37.32201759,-122.0464211,"49""",46'-60',,,,,60% - Fair,06/30/2022,Root-collar-excavation and air-spade / Foliar spray and soil drench (aphids and scale insects)
170,Coast Redwood,Sequoia sempervirens,37.32049322,-122.0462806,"59""",46'-60',,,,,60% - Fair,06/30/2022,Crown clean and clearance pruning
171,Coast Redwood,Sequoia sempervirens,37.32054613,-122.0463064,"35""",46'-60',,,,,60% - Fair,06/30/2022,Crown clean and clearance pruning
172,Coast Redwood,Sequoia sempervirens,37.32060653,-122.0462693,"36""",46'-60',,,,,60% - Fair,06/30/2022,Crown clean and clearance pruning
173,Coast Redwood,Sequoia sempervirens,37.32130637,-122.0463167,"50""",46'-60',,,,,60% - Fair,06/30/2022,Crown clean and clearance pruning
174,Coast Redwood,Sequoia sempervirens,37.32145799,-122.0462906,"29""",46'-60',,,,,60% - Fair,06/30/2022,Crown clean and clearance pruning
175,Coast Redwood,Sequoia sempervirens,37.32140327,-122.0462674,"38""",46'-60',,,,,60% - Fair,06/30/2022,Crown clean and clearance pruning
177,Coast Redwood,Sequoia sempervirens,37.32141271,-122.0461967,"28""",46'-60',,,,,60% - Fair,06/30/2022,Crown clean and clearance pruning
178,Coast Redwood,Sequoia sempervirens,37.32142813,-122.0461636,"27""",46'-60',,,,,60% - Fair,06/30/2022,Crown clean and clearance pruning
179,Privet Species,Ligustrum spp.,37.32116057,-122.0457319,"8""",16'-30',,,,,60% - Fair,04/04/2022,Removal/Flush Cut
180,Deodar Cedar,Cedrus deodara,37.32271263,-122.0467576,"36""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
181,Deodar Cedar,Cedrus deodara,37.32268558,-122.0476427,"35""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning  /  trunk excavation to help the tree roots breathe better"
182,Coast Live Oak,Quercus agrifolia,37.32264392,-122.0475201,94.0,31'-45',,,,,60% - Fair,07/05/2022,"Add cabling support  /  Crown clean, crown thin, end-weight reduction, and clearance  /  trunk excavation to help the tree roots breathe better"
183.0,Hollywood Juniper,Juniperus chinensis cv. Torulosa,37.32267086,-122.0474682,"4""",16'-30',,,,,60% - Fair,04/04/2022,No pruning needed at the moment
184,Hollywood Juniper,Juniperus chinensis cv. Torulosa,37.32271265,-122.0474725,"3""",16'-30',,,,,60% - Fair,04/04/2022,No pruning needed at the moment
185,Deodar Cedar,Cedrus deodara,37.32270339,-122.0473678,"34""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
186,Deodar Cedar,Cedrus deodara,37.32262627,-122.0473211,"16""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
187,Deodar Cedar,Cedrus deodara,37.3226982,-122.0472241,"58""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
188,Deodar Cedar,Cedrus deodara,37.32263954,-122.0472081,"17""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
189,Deodar Cedar,Cedrus deodara,37.32265554,-122.0471075,"18""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
190,Deodar Cedar,Cedrus deodara,37.3,-122.0,"18""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
191,Deodar Cedar,Cedrus deodara,37.32271637,-122.0468846,"19""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning  /  Remove broken branch"
192,Deodar Cedar,Cedrus deodara,37.32262258,-122.0468793,"19""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning  /  Remove lower limbs"
193,Deodar Cedar,Cedrus deodara,37.32263439,-122.0467645,"19""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
194,Deodar Cedar,Cedrus deodara,37.3,-122.0,"37""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
195,Deodar Cedar,Cedrus deodara,37.32262732,-122.0466341,"34""",46'-60',,,,,40% - Poor,04/04/2022,Crown Restoration
196,Deodar Cedar,Cedrus deodara,37.3,-122.0,"20""",46'-60',,,,,40% - Poor,04/04/2022,Crown Restoration
197,Deodar Cedar,Cedrus deodara,37.32260047,-122.0464875,"52""",46'-60',,,,,40% - Poor,04/04/2022,Crown Restoration
198,Deodar Cedar,Cedrus deodara,37.32264186,-122.0464257,"30""",46'-60',,,,,60% - Fair,04/04/2022,"Crown clean, crown raise, and clearance pruning"
